1	d2h2	caware	64	total.t	2658.6
2	d2h2	caware	64	constr.	5.61288
2	d2h2	caware	64	correct	2645.61
2	d2h2	caware	64	total.t	2656.59
3	d2h2	caware	64	constr.	5.6362
3	d2h2	caware	64	correct	2623.12
3	d2h2	caware	64	total.t	2635.16
4	d2h2	caware	64	constr.	5.25685
4	d2h2	caware	64	correct	2422.95
4	d2h2	caware	64	total.t	2431.29
5	d2h2	caware	64	constr.	5.40415
5	d2h2	caware	64	correct	2427.5
5	d2h2	caware	64	total.t	2441.06
6	d2h2	caware	64	constr.	5.34376
6	d2h2	caware	64	correct	2422.66
6	d2h2	caware	64	total.t	2428.25
1	d2h2	cobliv	128	constr.	5.20477
1	d2h2	cobliv	128	correct	1759.34
1	d2h2	cobliv	128	total.t	1765.51
2	d2h2	cobliv	128	constr.	5.06007
2	d2h2	cobliv	128	correct	1743.59
2	d2h2	cobliv	128	total.t	1752.5
3	d2h2	cobliv	128	constr.	4.87607
3	d2h2	cobliv	128	correct	1773.61
3	d2h2	cobliv	128	total.t	1781.36
4	d2h2	cobliv	128	constr.	5.34428
4	d2h2	cobliv	128	correct	1878.78
4	d2h2	cobliv	128	total.t	1887.26
5	d2h2	cobliv	128	constr.	5.21801
5	d2h2	cobliv	128	correct	1872.2
5	d2h2	cobliv	128	total.t	1880.21
6	d2h2	cobliv	128	constr.	5.23493
6	d2h2	cobliv	128	correct	1872.58
6	d2h2	cobliv	128	total.t	1880.14
1	d2h2	cobliv	16	constr.	13.7214
1	d2h2	cobliv	16	correct	10290
1	d2h2	cobliv	16	total.t	10311.1
2	d2h2	cobliv	16	constr.	13.6747
2	d2h2	cobliv	16	correct	10316
2	d2h2	cobliv	16	total.t	10337.9
3	d2h2	cobliv	16	constr.	13.614
3	d2h2	cobliv	16	correct	10301.5
3	d2h2	cobliv	16	total.t	10326.5
1	d2h2	cobliv	256	constr.	6.76001
1	d2h2	cobliv	256	correct	988.621
1	d2h2	cobliv	256	total.t	998.046
2	d2h2	cobliv	256	constr.	6.46626
2	d2h2	cobliv	256	correct	989.851
2	d2h2	cobliv	256	total.t	997.001
3	d2h2	cobliv	256	constr.	7.08734
3	d2h2	cobliv	256	correct	992.689
3	d2h2	cobliv	256	total.t	1000.86
4	d2h2	cobliv	256	constr.	7.08824
4	d2h2	cobliv	256	correct	1065.78
4	d2h2	cobliv	256	total.t	1132.88
5	d2h2	cobliv	256	constr.	7.60426
5	d2h2	cobliv	256	correct	1059.57
5	d2h2	cobliv	256	total.t	1070.48
6	d2h2	cobliv	256	constr.	6.36373
6	d2h2	cobliv	256	correct	1056.26
6	d2h2	cobliv	256	total.t	1121.92
1	d2h2	cobliv	32	constr.	7.75212
1	d2h2	cobliv	32	correct	5198.26
1	d2h2	cobliv	32	total.t	5210.91
2	d2h2	cobliv	32	constr.	8.03707
2	d2h2	cobliv	32	correct	5222.71
2	d2h2	cobliv	32	total.t	5235.05
3	d2h2	cobliv	32	constr.	7.93579
3	d2h2	cobliv	32	correct	5242.77
3	d2h2	cobliv	32	total.t	5257.13
4	d2h2	cobliv	32	constr.	7.64549
4	d2h2	cobliv	32	correct	5603.11
4	d2h2	cobliv	32	total.t	5614.27
5	d2h2	cobliv	32	constr.	7.71111
5	d2h2	cobliv	32	correct	5668.85
5	d2h2	cobliv	32	total.t	5682.22
6	d2h2	cobliv	32	constr.	7.76824
6	d2h2	cobliv	32	correct	5678.51
6	d2h2	cobliv	32	total.t	5690.82
1	d2h2	cobliv	512	constr.	16.6899
1	d2h2	cobliv	512	correct	509.671
1	d2h2	cobliv	512	total.t	527.202
2	d2h2	cobliv	512	constr.	14.9129
2	d2h2	cobliv	512	correct	504.391
2	d2h2	cobliv	512	total.t	521.001
3	d2h2	cobliv	512	constr.	14.3591
3	d2h2	cobliv	512	correct	502.646
3	d2h2	cobliv	512	total.t	518.811
4	d2h2	cobliv	512	constr.	13.9674
4	d2h2	cobliv	512	correct	536.554
4	d2h2	cobliv	512	total.t	551.463
5	d2h2	cobliv	512	constr.	15.0288
5	d2h2	cobliv	512	correct	537.199
5	d2h2	cobliv	512	total.t	557.59
6	d2h2	cobliv	512	constr.	14.8897
6	d2h2	cobliv	512	correct	544.051
6	d2h2	cobliv	512	total.t	560.07
1	d2h2	cobliv	64	constr.	8.98177
1	d2h2	cobliv	64	correct	3294.23
1	d2h2	cobliv	64	total.t	3306.31
2	d2h2	cobliv	64	constr.	5.74235
2	d2h2	cobliv	64	correct	3230.14
2	d2h2	cobliv	64	total.t	3237.1
3	d2h2	cobliv	64	constr.	5.73198
3	d2h2	cobliv	64	correct	3251.16
3	d2h2	cobliv	64	total.t	3261.32
4	d2h2	cobliv	64	constr.	5.25592
4	d2h2	cobliv	64	correct	3445.41
4	d2h2	cobliv	64	total.t	3451.71
5	d2h2	cobliv	64	constr.	5.31087
5	d2h2	cobliv	64	correct	3447.1
5	d2h2	cobliv	64	total.t	3455.62
6	d2h2	cobliv	64	constr.	5.39958
6	d2h2	cobliv	64	correct	3446.38
6	d2h2	cobliv	64	total.t	3456.85
1	d2h2	dfault	128	constr.	5.19464
1	d2h2	dfault	128	correct	2643.28
1	d2h2	dfault	128	total.t	2708.58
2	d2h2	dfault	128	constr.	5.17372
2	d2h2	dfault	128	correct	2739.1
2	d2h2	dfault	128	total.t	2748.07
3	d2h2	dfault	128	constr.	4.86471
3	d2h2	dfault	128	correct	2641.29
3	d2h2	dfault	128	total.t	2648.65
4	d2h2	dfault	128	constr.	5.27722
4	d2h2	dfault	128	correct	2976.18
4	d2h2	dfault	128	total.t	2984.39
5	d2h2	dfault	128	constr.	5.26418
5	d2h2	dfault	128	correct	2975.07
5	d2h2	dfault	128	total.t	2983.61
6	d2h2	dfault	128	constr.	5.17753
6	d2h2	dfault	128	correct	2977.21
6	d2h2	dfault	128	total.t	2985.37
1	d2h2	dfault	16	constr.	13.6718
1	d2h2	dfault	16	correct	15698.8
1	d2h2	dfault	16	total.t	15720.2
2	d2h2	dfault	16	constr.	13.7225
2	d2h2	dfault	16	correct	15710.9
2	d2h2	dfault	16	total.t	15734.8
3	d2h2	dfault	16	constr.	13.6062
3	d2h2	dfault	16	correct	15687.7
3	d2h2	dfault	16	total.t	15710.6
1	d2h2	dfault	256	constr.	6.69256
1	d2h2	dfault	256	correct	1503.1
1	d2h2	dfault	256	total.t	1511.71
2	d2h2	dfault	256	constr.	6.96694
2	d2h2	dfault	256	correct	1503.52
2	d2h2	dfault	256	total.t	1570.53
3	d2h2	dfault	256	constr.	7.09988
3	d2h2	dfault	256	correct	1508.93
3	d2h2	dfault	256	total.t	1519.64
4	d2h2	dfault	256	constr.	6.69083
4	d2h2	dfault	256	correct	1699.53
4	d2h2	dfault	256	total.t	1706.68
5	d2h2	dfault	256	constr.	6.58231
5	d2h2	dfault	256	correct	1688.69
5	d2h2	dfault	256	total.t	1698.24
6	d2h2	dfault	256	constr.	6.6858
6	d2h2	dfault	256	correct	1688.83
6	d2h2	dfault	256	total.t	1699.5
1	d2h2	dfault	32	constr.	7.77631
1	d2h2	dfault	32	correct	7917.05
1	d2h2	dfault	32	total.t	7928.99
2	d2h2	dfault	32	constr.	8.12036
2	d2h2	dfault	32	correct	7914.82
2	d2h2	dfault	32	total.t	7929.37
3	d2h2	dfault	32	constr.	7.9506
3	d2h2	dfault	32	correct	7902.82
3	d2h2	dfault	32	total.t	7917.14
4	d2h2	dfault	32	constr.	7.616
4	d2h2	dfault	32	correct	8944.37
4	d2h2	dfault	32	total.t	8956.97
5	d2h2	dfault	32	constr.	7.74599
5	d2h2	dfault	32	correct	8979.5
5	d2h2	dfault	32	total.t	8989.51
6	d2h2	dfault	32	constr.	7.73538
6	d2h2	dfault	32	correct	8956.55
6	d2h2	dfault	32	total.t	9024.53
1	d2h2	dfault	512	constr.	14.4303
1	d2h2	dfault	512	correct	771.193
1	d2h2	dfault	512	total.t	844.893
2	d2h2	dfault	512	constr.	16.7282
2	d2h2	dfault	512	correct	770.993
2	d2h2	dfault	512	total.t	788.16
3	d2h2	dfault	512	constr.	14.4075
3	d2h2	dfault	512	correct	770.723
3	d2h2	dfault	512	total.t	788.029
4	d2h2	dfault	512	constr.	15.8161
4	d2h2	dfault	512	correct	866.146
4	d2h2	dfault	512	total.t	882.185
5	d2h2	dfault	512	constr.	16.7177
5	d2h2	dfault	512	correct	865.541
5	d2h2	dfault	512	total.t	884.084
6	d2h2	dfault	512	constr.	14.5747
6	d2h2	dfault	512	correct	866.021
6	d2h2	dfault	512	total.t	881.994
1	d2h2	dfault	64	constr.	5.88243
1	d2h2	dfault	64	correct	4866.48
1	d2h2	dfault	64	total.t	4875
2	d2h2	dfault	64	constr.	5.44664
2	d2h2	dfault	64	correct	4857.64
2	d2h2	dfault	64	total.t	4866.24
3	d2h2	dfault	64	constr.	5.72298
3	d2h2	dfault	64	correct	4858.17
3	d2h2	dfault	64	total.t	4867.37
4	d2h2	dfault	64	constr.	5.69472
4	d2h2	dfault	64	correct	5527.24
4	d2h2	dfault	64	total.t	5593.13
5	d2h2	dfault	64	constr.	5.58793
5	d2h2	dfault	64	correct	5519.59
5	d2h2	dfault	64	total.t	5527.15
6	d2h2	dfault	64	constr.	5.33533
6	d2h2	dfault	64	correct	5474.99
6	d2h2	dfault	64	total.t	5485.31
1	d2h2	sorted	128	constr.	5.08009
1	d2h2	sorted	128	correct	2543.3
1	d2h2	sorted	128	total.t	2550.05
2	d2h2	sorted	128	constr.	5.14691
2	d2h2	sorted	128	correct	2542.56
2	d2h2	sorted	128	total.t	2548.32
3	d2h2	sorted	128	constr.	5.1319
3	d2h2	sorted	128	correct	2543.71
3	d2h2	sorted	128	total.t	2549.92
4	d2h2	sorted	128	constr.	5.02537
4	d2h2	sorted	128	correct	2527.99
4	d2h2	sorted	128	total.t	2593.14
5	d2h2	sorted	128	constr.	5.0697
5	d2h2	sorted	128	correct	2499.19
5	d2h2	sorted	128	total.t	2507.31
6	d2h2	sorted	128	constr.	5.0694
6	d2h2	sorted	128	correct	2491.56
6	d2h2	sorted	128	total.t	2556.67
1	d2h2	sorted	16	constr.	13.7361
1	d2h2	sorted	16	correct	14958.2
1	d2h2	sorted	16	total.t	14978.6
2	d2h2	sorted	16	constr.	13.673
2	d2h2	sorted	16	correct	14921.2
2	d2h2	sorted	16	total.t	14943.2
3	d2h2	sorted	16	constr.	13.6303
3	d2h2	sorted	16	correct	15079.8
3	d2h2	sorted	16	total.t	15102.4
1	d2h2	sorted	256	constr.	6.46528
1	d2h2	sorted	256	correct	1430.49
1	d2h2	sorted	256	total.t	1437.5
2	d2h2	sorted	256	constr.	6.35088
2	d2h2	sorted	256	correct	1429.29
2	d2h2	sorted	256	total.t	1436.86
3	d2h2	sorted	256	constr.	6.77763
3	d2h2	sorted	256	correct	1432.33
3	d2h2	sorted	256	total.t	1439.23
4	d2h2	sorted	256	constr.	6.23502
4	d2h2	sorted	256	correct	1413.01
4	d2h2	sorted	256	total.t	1420.43
5	d2h2	sorted	256	constr.	6.46484
5	d2h2	sorted	256	correct	1414.08
5	d2h2	sorted	256	total.t	1420.6
6	d2h2	sorted	256	constr.	6.97369
6	d2h2	sorted	256	correct	1417.16
6	d2h2	sorted	256	total.t	1425.44
1	d2h2	sorted	32	constr.	7.8343
1	d2h2	sorted	32	correct	7513.01
1	d2h2	sorted	32	total.t	7524.26
2	d2h2	sorted	32	constr.	7.79816
2	d2h2	sorted	32	correct	7525.51
2	d2h2	sorted	32	total.t	7535.05
3	d2h2	sorted	32	constr.	7.79212
3	d2h2	sorted	32	correct	7519.58
3	d2h2	sorted	32	total.t	7527.88
4	d2h2	sorted	32	constr.	7.44759
4	d2h2	sorted	32	correct	7514.38
4	d2h2	sorted	32	total.t	7525.7
5	d2h2	sorted	32	constr.	7.77017
5	d2h2	sorted	32	correct	7543.82
5	d2h2	sorted	32	total.t	7553.74
6	d2h2	sorted	32	constr.	7.49679
6	d2h2	sorted	32	correct	7516.71
6	d2h2	sorted	32	total.t	7527.1
1	d2h2	sorted	512	constr.	14.9335
1	d2h2	sorted	512	correct	734.4
1	d2h2	sorted	512	total.t	750.158
2	d2h2	sorted	512	constr.	14.6386
2	d2h2	sorted	512	correct	733.788
2	d2h2	sorted	512	total.t	749.074
3	d2h2	sorted	512	constr.	14.3443
3	d2h2	sorted	512	correct	733.456
3	d2h2	sorted	512	total.t	748.718
4	d2h2	sorted	512	constr.	14.6122
4	d2h2	sorted	512	correct	735.656
4	d2h2	sorted	512	total.t	750.981
5	d2h2	sorted	512	constr.	16.802
5	d2h2	sorted	512	correct	727.244
5	d2h2	sorted	512	total.t	744.779
6	d2h2	sorted	512	constr.	16.2427
6	d2h2	sorted	512	correct	724.844
6	d2h2	sorted	512	total.t	741.632
1	d2h2	sorted	64	constr.	5.44819
1	d2h2	sorted	64	correct	4620.82
1	d2h2	sorted	64	total.t	4629.68
2	d2h2	sorted	64	constr.	5.76051
2	d2h2	sorted	64	correct	4624.38
2	d2h2	sorted	64	total.t	4635.38
3	d2h2	sorted	64	constr.	5.66994
3	d2h2	sorted	64	correct	4622.43
3	d2h2	sorted	64	total.t	4631.06
4	d2h2	sorted	64	constr.	5.33054
4	d2h2	sorted	64	correct	4594.89
4	d2h2	sorted	64	total.t	4601.63
5	d2h2	sorted	64	constr.	5.13634
5	d2h2	sorted	64	correct	4594.85
5	d2h2	sorted	64	total.t	4602.6
6	d2h2	sorted	64	constr.	5.38045
6	d2h2	sorted	64	correct	4612.97
6	d2h2	sorted	64	total.t	4624.64
