1	d3c1h2	cobliv	128	total.t	6308.61
2	d3c1h2	cobliv	128	constr.	114.606
2	d3c1h2	cobliv	128	correct	6224.72
2	d3c1h2	cobliv	128	total.t	6399.82
3	d3c1h2	cobliv	128	constr.	38.8612
3	d3c1h2	cobliv	128	correct	6424.61
3	d3c1h2	cobliv	128	total.t	6504.38
4	d3c1h2	cobliv	128	constr.	37.9219
4	d3c1h2	cobliv	128	correct	6588.74
4	d3c1h2	cobliv	128	total.t	6649.83
5	d3c1h2	cobliv	128	constr.	38.5559
5	d3c1h2	cobliv	128	correct	6624.53
5	d3c1h2	cobliv	128	total.t	6747.64
6	d3c1h2	cobliv	128	constr.	37.7956
6	d3c1h2	cobliv	128	correct	6507.65
6	d3c1h2	cobliv	128	total.t	6605.36
1	d3c1h2	cobliv	256	constr.	50.8583
1	d3c1h2	cobliv	256	correct	3444.33
1	d3c1h2	cobliv	256	total.t	3516.88
2	d3c1h2	cobliv	256	constr.	75.6597
2	d3c1h2	cobliv	256	correct	3499.64
2	d3c1h2	cobliv	256	total.t	3585.94
3	d3c1h2	cobliv	256	constr.	33.224
3	d3c1h2	cobliv	256	correct	3479.59
3	d3c1h2	cobliv	256	total.t	3543.14
4	d3c1h2	cobliv	256	constr.	33.2348
4	d3c1h2	cobliv	256	correct	3617.65
4	d3c1h2	cobliv	256	total.t	3667.59
5	d3c1h2	cobliv	256	constr.	33.7044
5	d3c1h2	cobliv	256	correct	3702.73
5	d3c1h2	cobliv	256	total.t	3794.16
6	d3c1h2	cobliv	256	constr.	5312.23
6	d3c1h2	cobliv	256	correct	3636.13
6	d3c1h2	cobliv	256	total.t	8971.99
1	d3c1h2	cobliv	512	constr.	37.6291
1	d3c1h2	cobliv	512	correct	2066.06
1	d3c1h2	cobliv	512	total.t	2116.23
2	d3c1h2	cobliv	512	constr.	42.6301
2	d3c1h2	cobliv	512	correct	2139.81
2	d3c1h2	cobliv	512	total.t	2189.07
3	d3c1h2	cobliv	512	constr.	38.2165
3	d3c1h2	cobliv	512	correct	2147.39
3	d3c1h2	cobliv	512	total.t	2191.97
4	d3c1h2	cobliv	512	constr.	38.6462
4	d3c1h2	cobliv	512	correct	2170.18
4	d3c1h2	cobliv	512	total.t	2209.26
5	d3c1h2	cobliv	512	constr.	754.728
5	d3c1h2	cobliv	512	correct	2165.15
5	d3c1h2	cobliv	512	total.t	2984.46
6	d3c1h2	cobliv	512	constr.	37.868
6	d3c1h2	cobliv	512	correct	2174.24
6	d3c1h2	cobliv	512	total.t	2269.48
1	d3c1h2	dfault	128	constr.	388.913
1	d3c1h2	dfault	128	correct	9753.48
1	d3c1h2	dfault	128	total.t	10176
2	d3c1h2	dfault	128	constr.	38.486
2	d3c1h2	dfault	128	correct	9732.61
2	d3c1h2	dfault	128	total.t	9785.51
3	d3c1h2	dfault	128	constr.	38.3741
3	d3c1h2	dfault	128	correct	9722
3	d3c1h2	dfault	128	total.t	9801.47
4	d3c1h2	dfault	128	constr.	37.7461
4	d3c1h2	dfault	128	correct	10908.6
4	d3c1h2	dfault	128	total.t	10953.4
5	d3c1h2	dfault	128	constr.	38.1565
5	d3c1h2	dfault	128	correct	10873.9
5	d3c1h2	dfault	128	total.t	10972.9
6	d3c1h2	dfault	128	constr.	37.5789
6	d3c1h2	dfault	128	correct	10855.6
6	d3c1h2	dfault	128	total.t	10954.5
1	d3c1h2	dfault	256	constr.	34.0843
1	d3c1h2	dfault	256	correct	5411.45
1	d3c1h2	dfault	256	total.t	5467.46
2	d3c1h2	dfault	256	constr.	34.0787
2	d3c1h2	dfault	256	correct	5410.48
2	d3c1h2	dfault	256	total.t	5451.03
3	d3c1h2	dfault	256	constr.	32.7696
3	d3c1h2	dfault	256	correct	5410.66
3	d3c1h2	dfault	256	total.t	5449.15
4	d3c1h2	dfault	256	constr.	32.4163
4	d3c1h2	dfault	256	correct	6049.78
4	d3c1h2	dfault	256	total.t	6142.55
5	d3c1h2	dfault	256	constr.	32.6577
5	d3c1h2	dfault	256	correct	6045.22
5	d3c1h2	dfault	256	total.t	6105.48
6	d3c1h2	dfault	256	constr.	32.8213
6	d3c1h2	dfault	256	correct	6049.14
6	d3c1h2	dfault	256	total.t	6107.37
1	d3c1h2	dfault	512	constr.	40.4616
1	d3c1h2	dfault	512	correct	3256.67
1	d3c1h2	dfault	512	total.t	3314.79
2	d3c1h2	dfault	512	constr.	141.515
2	d3c1h2	dfault	512	correct	3259.11
2	d3c1h2	dfault	512	total.t	3460.12
3	d3c1h2	dfault	512	constr.	40.5812
3	d3c1h2	dfault	512	correct	3256.85
3	d3c1h2	dfault	512	total.t	3302.73
4	d3c1h2	dfault	512	constr.	92.4248
4	d3c1h2	dfault	512	correct	3642.47
4	d3c1h2	dfault	512	total.t	3740.86
5	d3c1h2	dfault	512	constr.	38.902
5	d3c1h2	dfault	512	correct	3641.72
5	d3c1h2	dfault	512	total.t	3699.3
6	d3c1h2	dfault	512	constr.	37.794
6	d3c1h2	dfault	512	correct	3642.33
6	d3c1h2	dfault	512	total.t	3699.26
1	d3c1h2	sorted	128	constr.	51.8594
1	d3c1h2	sorted	128	correct	9300.74
1	d3c1h2	sorted	128	total.t	9386.29
2	d3c1h2	sorted	128	constr.	38.9425
2	d3c1h2	sorted	128	correct	9288.34
2	d3c1h2	sorted	128	total.t	9332.63
3	d3c1h2	sorted	128	constr.	39.419
3	d3c1h2	sorted	128	correct	9332.63
3	d3c1h2	sorted	128	total.t	9412.75
4	d3c1h2	sorted	128	constr.	38.0059
4	d3c1h2	sorted	128	correct	9191.11
4	d3c1h2	sorted	128	total.t	9251.79
5	d3c1h2	sorted	128	constr.	38.1253
5	d3c1h2	sorted	128	correct	9092.4
5	d3c1h2	sorted	128	total.t	9175.44
6	d3c1h2	sorted	128	constr.	37.4046
6	d3c1h2	sorted	128	correct	9108.8
6	d3c1h2	sorted	128	total.t	9175.37
1	d3c1h2	sorted	256	constr.	32.6843
1	d3c1h2	sorted	256	correct	5171.88
1	d3c1h2	sorted	256	total.t	5235.6
2	d3c1h2	sorted	256	constr.	32.2974
2	d3c1h2	sorted	256	correct	5616.44
2	d3c1h2	sorted	256	total.t	5653.47
3	d3c1h2	sorted	256	constr.	32.5409
3	d3c1h2	sorted	256	correct	5147.13
3	d3c1h2	sorted	256	total.t	5186.91
4	d3c1h2	sorted	256	constr.	33.1224
4	d3c1h2	sorted	256	correct	5147.42
4	d3c1h2	sorted	256	total.t	5186.96
5	d3c1h2	sorted	256	constr.	33.2737
5	d3c1h2	sorted	256	correct	5120.79
5	d3c1h2	sorted	256	total.t	5156.72
6	d3c1h2	sorted	256	constr.	32.1691
6	d3c1h2	sorted	256	correct	5122.52
6	d3c1h2	sorted	256	total.t	5171.18
1	d3c1h2	sorted	512	constr.	39.9527
1	d3c1h2	sorted	512	correct	3108.44
1	d3c1h2	sorted	512	total.t	3151.67
2	d3c1h2	sorted	512	constr.	37.8439
2	d3c1h2	sorted	512	correct	3124.06
2	d3c1h2	sorted	512	total.t	3168.23
3	d3c1h2	sorted	512	constr.	41.4024
3	d3c1h2	sorted	512	correct	4272.62
3	d3c1h2	sorted	512	total.t	4319.25
4	d3c1h2	sorted	512	constr.	37.0671
4	d3c1h2	sorted	512	correct	3067.51
4	d3c1h2	sorted	512	total.t	3157.57
5	d3c1h2	sorted	512	constr.	38.3949
5	d3c1h2	sorted	512	correct	3059.37
5	d3c1h2	sorted	512	total.t	3125.51
6	d3c1h2	sorted	512	constr.	152.376
6	d3c1h2	sorted	512	correct	3061.03
6	d3c1h2	sorted	512	total.t	3240.62
1	d3c1h2	caware	1024	constr.	58.3281
1	d3c1h2	caware	1024	correct	977.878
1	d3c1h2	caware	1024	total.t	1037.06
2	d3c1h2	caware	1024	constr.	57.6507
2	d3c1h2	caware	1024	correct	977.033
2	d3c1h2	caware	1024	total.t	1063.92
3	d3c1h2	caware	1024	constr.	60.1688
3	d3c1h2	caware	1024	correct	974.326
3	d3c1h2	caware	1024	total.t	1094.54
1	d3c1h2	cobliv	1024	constr.	63.2349
1	d3c1h2	cobliv	1024	correct	1335.09
1	d3c1h2	cobliv	1024	total.t	1398.76
2	d3c1h2	cobliv	1024	constr.	63.2768
2	d3c1h2	cobliv	1024	correct	1333.59
2	d3c1h2	cobliv	1024	total.t	1456.94
3	d3c1h2	cobliv	1024	constr.	240.155
3	d3c1h2	cobliv	1024	correct	1337.21
3	d3c1h2	cobliv	1024	total.t	1601.58
1	d3c1h2	dfault	1024	constr.	55.1509
1	d3c1h2	dfault	1024	correct	2238.07
1	d3c1h2	dfault	1024	total.t	2294.24
2	d3c1h2	dfault	1024	constr.	57.4072
2	d3c1h2	dfault	1024	correct	2237.63
2	d3c1h2	dfault	1024	total.t	2295.31
3	d3c1h2	dfault	1024	constr.	1058.78
3	d3c1h2	dfault	1024	correct	2235.06
3	d3c1h2	dfault	1024	total.t	3319.3
1	d3c1h2	sorted	1024	constr.	61.433
1	d3c1h2	sorted	1024	correct	1879.7
1	d3c1h2	sorted	1024	total.t	1941.67
2	d3c1h2	sorted	1024	constr.	61.0697
2	d3c1h2	sorted	1024	correct	1873.86
2	d3c1h2	sorted	1024	total.t	1939.66
3	d3c1h2	sorted	1024	constr.	418.988
3	d3c1h2	sorted	1024	correct	2458.1
3	d3c1h2	sorted	1024	total.t	2880.67
